"ID","age","momID","dadID","RRS","HvsW","sex","gen","alive","gendead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
439,23,0,0,1,1,0,0,0,1,7,2,3,1,1,2,3,1,4,4,9,16,1,9,3,1,1,6,15,2,1,17,1,6,1,3,1,3,5,15,13,10,9,5,1,2,3,12,12,7,1,5,7,1,5,7,1,1,24,3,20,1,11,1,3,1,1,1,1,6,1,3,18,2,1,21,23,1,17,9,1,1,7,2,2,15,2,6,1,2,14,5,6,1,3,5,2,6,3,2,4,15,10,1,5,2,1,1,2,2
462,23,0,0,1,1,0,0,0,1,1,11,1,20,2,26,2,1,1,4,26,2,2,2,22,12,20,12,3,32,2,5,9,2,19,9,1,1,10,11,16,5,1,6,1,1,5,1,3,21,5,2,5,2,1,4,2,2,1,22,1,5,22,9,15,34,1,4,1,1,1,3,1,1,1,17,16,13,1,6,8,24,9,2,1,6,2,1,8,1,1,8,2,20,4,1,1,1,1,1,3,11,6,6,5,14,3,3,6,4
463,23,0,0,1,1,1,0,0,1,3,2,1,1,7,8,1,1,18,1,11,4,1,1,3,9,2,2,2,1,3,2,18,2,15,4,4,11,16,4,3,4,3,5,1,2,18,1,3,4,2,13,1,19,4,16,9,3,6,1,7,1,4,1,12,1,5,11,2,7,13,1,1,9,1,1,1,1,1,2,1,1,2,6,2,3,2,1,2,4,1,22,2,2,2,1,13,2,1,4,19,5,21,4,5,2,7,5,24,14
471,14,0,0,1,1,1,0,0,1,1,5,5,1,3,1,1,1,29,1,2,21,5,13,3,2,2,1,4,3,1,26,7,8,16,8,1,6,2,22,2,17,2,14,3,13,1,2,8,3,16,1,2,1,12,1,6,24,8,4,1,8,2,1,3,2,1,7,1,7,2,1,2,7,2,2,2,1,2,1,1,4,3,1,4,2,12,1,5,1,3,3,1,1,12,4,20,10,1,1,1,4,11,1,14,1,1,1,11,2
472,23,0,0,1,1,1,0,0,1,6,1,6,3,1,20,1,1,8,1,4,7,16,14,11,11,3,1,3,1,2,15,3,4,1,13,24,9,5,16,7,2,2,25,6,7,19,2,9,6,2,2,1,5,1,11,5,10,1,3,1,1,7,1,17,30,5,14,1,1,2,3,2,3,12,8,14,14,3,2,1,5,8,9,7,2,3,1,9,3,4,2,1,2,4,3,11,4,6,1,3,1,1,4,1,1,11,4,2,1
7,23,0,0,1,1,0,0,0,2,2,3,1,12,3,7,1,2,1,3,7,1,1,2,5,1,6,2,9,9,4,1,6,4,1,2,2,1,9,2,9,3,7,19,3,1,2,3,2,11,2,3,3,1,8,6,4,1,1,3,11,12,5,5,1,1,1,1,3,1,1,1,11,11,15,3,2,5,29,5,4,1,1,5,2,15,1,2,1,1,1,3,7,21,11,3,12,2,6,2,1,13,3,1,1,1,7,1,4,2
26,23,0,0,1,1,1,0,0,2,9,14,1,1,1,24,1,10,35,2,6,11,1,16,4,9,8,3,4,2,7,20,26,2,10,2,11,1,2,1,5,4,1,2,1,10,4,29,11,28,26,7,4,1,5,3,1,10,2,1,2,1,1,3,1,4,1,1,7,14,4,21,2,1,2,11,2,2,13,8,3,14,3,15,1,6,6,13,7,2,1,1,4,1,2,11,1,9,6,1,1,1,5,2,1,12,10,15,1,5
29,23,0,0,1,1,0,0,0,2,6,3,2,7,10,1,2,3,10,1,1,3,3,10,3,1,8,11,2,16,3,5,1,18,4,3,1,31,9,1,1,1,1,14,1,2,21,1,7,17,3,1,3,1,1,15,12,1,1,4,7,13,1,1,4,1,2,1,3,15,2,1,6,3,5,3,1,1,4,2,3,1,6,4,1,8,6,10,8,1,4,8,1,3,8,8,1,5,6,1,1,5,4,2,1,1,1,4,21,1
48,23,0,0,1,1,0,0,0,2,3,1,3,1,3,7,22,4,5,13,1,1,16,4,11,10,27,8,11,14,1,20,15,1,1,22,9,1,5,3,3,6,17,1,6,1,2,1,4,4,1,1,2,13,4,1,18,2,2,11,1,9,2,12,2,5,4,9,8,1,1,1,5,1,2,1,11,5,1,6,5,3,4,3,1,1,5,16,1,27,7,10,2,4,1,5,7,1,5,2,1,3,1,6,1,6,2,1,6,2
78,23,0,0,1,1,0,0,0,2,1,2,7,1,9,4,3,11,1,1,2,2,6,1,17,3,15,1,19,1,2,1,9,1,18,1,8,1,19,12,1,2,3,1,1,6,1,2,3,2,28,2,2,8,16,6,1,10,5,1,4,2,2,2,1,1,5,4,8,4,2,7,4,2,5,2,2,4,1,11,2,1,9,1,5,20,17,17,1,4,2,3,4,1,5,8,12,10,3,3,3,2,13,4,14,2,1,2,1,2
138,23,0,0,1,1,0,0,0,2,1,1,4,9,14,7,5,4,1,4,3,1,1,1,3,1,2,2,20,9,1,13,1,1,8,3,1,4,1,1,3,1,2,1,1,2,3,10,2,1,14,2,1,27,2,30,3,4,13,5,1,8,14,8,1,1,11,1,18,9,4,6,2,4,5,7,3,3,2,3,1,6,3,4,1,25,1,3,3,22,4,2,2,13,4,7,2,3,11,1,21,1,3,6,2,5,1,3,9,2
160,23,0,0,1,1,0,0,0,2,2,20,1,1,4,4,7,15,2,10,2,2,15,1,2,3,4,1,16,2,16,1,2,6,1,1,2,2,1,1,7,2,3,2,1,10,4,1,3,1,2,1,3,1,1,3,3,1,1,9,6,1,4,9,1,11,6,1,9,6,4,7,1,6,1,5,29,12,2,1,1,1,1,10,4,3,2,1,7,2,8,14,1,8,10,2,1,2,1,15,12,19,12,6,17,2,1,1,9,3
163,23,0,0,1,1,1,0,0,2,7,11,3,13,2,5,4,12,2,2,15,15,18,1,1,3,2,1,8,1,1,9,1,3,22,9,2,6,9,1,13,28,2,1,7,9,1,1,9,2,1,1,1,1,3,2,8,1,1,7,23,2,22,3,5,1,1,4,1,2,20,12,4,1,1,9,2,5,1,22,1,20,1,13,12,3,1,4,1,1,1,1,2,5,3,2,3,2,1,10,1,11,1,6,14,11,2,1,8,11
176,23,0,0,1,1,0,0,0,2,2,1,3,2,1,18,21,1,3,1,2,2,2,3,3,2,1,22,5,3,1,8,14,7,1,1,1,1,13,2,4,10,1,2,17,3,1,2,3,1,4,2,4,4,19,11,5,5,3,1,1,1,1,1,3,1,3,3,1,1,14,1,1,3,1,4,2,5,4,11,9,1,19,4,15,1,3,7,3,1,14,1,13,2,15,1,1,3,5,2,5,11,1,5,9,2,1,2,22,16
181,23,0,0,1,1,0,0,0,2,3,1,14,2,2,1,10,1,3,2,5,2,11,23,1,13,1,1,2,2,14,1,2,1,2,4,3,1,12,1,2,15,5,3,1,2,1,2,8,1,11,2,5,6,5,28,6,6,3,4,29,1,2,5,4,10,2,1,1,1,8,6,1,5,5,1,1,12,10,1,4,21,1,6,5,2,6,3,1,1,1,3,1,18,13,6,1,3,1,13,2,13,7,1,12,24,15,8,2,1
207,23,0,0,1,1,1,0,0,2,1,6,1,1,1,5,1,3,2,2,8,26,4,13,1,2,27,15,11,9,2,17,5,1,13,6,6,1,8,12,3,1,1,5,2,2,4,2,2,19,1,1,2,13,4,3,1,27,2,12,6,3,2,2,2,3,4,13,2,3,2,20,6,1,1,1,15,7,1,1,5,4,1,2,2,5,2,3,4,1,9,5,13,1,3,3,6,3,5,2,5,22,1,3,4,1,3,2,14,1
262,23,0,0,1,1,1,0,0,2,6,1,11,1,7,1,9,2,2,2,9,2,1,9,1,7,6,1,1,9,2,7,2,6,1,11,20,1,5,5,20,5,1,1,1,4,7,28,28,1,2,2,1,3,2,1,2,5,1,1,18,9,1,1,3,1,1,10,1,5,7,1,1,1,18,5,2,7,5,4,2,3,4,3,4,3,1,8,2,1,2,24,3,6,1,1,23,2,7,1,3,11,2,2,2,9,13,6,4,9
267,23,0,0,1,1,0,0,0,2,2,7,11,2,2,19,1,1,7,1,8,19,1,1,1,1,2,1,9,1,2,2,1,2,1,3,14,9,1,1,2,6,3,1,28,4,21,2,2,2,2,1,7,11,12,3,1,1,4,2,1,1,5,8,2,3,1,1,1,2,8,4,3,9,2,1,1,1,13,7,12,3,4,24,1,1,1,4,1,9,8,2,1,2,3,17,10,7,2,27,4,4,10,1,1,2,1,1,3,1
277,23,0,0,1,1,0,0,0,2,1,2,1,2,9,1,4,9,4,16,4,5,3,2,1,1,3,1,1,1,1,3,1,5,5,2,11,6,3,1,3,1,2,1,3,1,3,3,3,3,1,1,25,2,1,9,6,9,1,1,17,5,1,1,2,2,7,1,2,4,1,1,1,1,10,10,3,6,11,12,3,3,3,6,1,1,5,7,1,1,2,10,10,1,1,6,12,8,1,1,2,21,2,1,3,6,2,2,2,3
329,23,0,0,1,1,1,0,0,2,14,3,1,3,1,2,11,3,11,3,1,2,5,5,1,3,12,3,12,1,24,1,7,1,3,19,6,10,4,1,7,2,2,1,1,28,7,8,10,16,1,2,1,1,1,4,1,2,16,5,2,22,8,12,1,1,3,4,15,3,2,1,9,4,1,2,2,1,2,2,2,2,1,1,4,1,10,1,4,1,6,1,8,2,7,1,13,1,1,6,4,9,20,10,5,2,1,1,1,20
345,23,0,0,1,1,1,0,0,2,1,1,6,7,9,5,2,23,2,1,1,4,12,5,5,3,5,1,5,2,1,1,1,18,6,2,8,1,4,2,3,4,2,1,30,2,2,6,3,22,1,1,30,8,2,3,3,1,1,1,1,4,1,1,2,7,2,6,27,2,19,2,1,1,1,6,1,4,1,24,2,13,1,5,9,1,6,2,6,1,6,6,1,5,11,3,12,4,2,1,2,3,30,1,3,3,15,1,1,7
349,23,0,0,1,1,0,0,0,2,3,12,5,2,6,3,1,6,15,5,5,6,24,3,2,20,3,14,1,19,35,10,28,1,1,1,2,2,2,5,1,2,7,2,14,6,2,1,1,1,7,3,10,3,15,2,3,1,1,1,6,1,7,1,4,1,23,25,11,5,4,3,2,2,8,8,4,1,1,16,2,11,1,2,2,1,3,4,2,6,6,1,2,1,3,8,17,5,1,1,2,15,1,1,2,6,2,1,1,8
350,23,0,0,1,1,0,0,0,2,1,3,1,5,6,6,2,8,5,2,1,1,3,3,5,1,3,1,5,5,33,10,1,1,1,3,12,1,3,1,1,2,1,1,5,3,4,1,6,2,8,9,1,5,4,5,35,3,1,4,1,1,1,10,1,7,2,6,2,1,2,2,9,6,4,31,3,7,3,28,3,3,3,1,23,5,1,14,6,16,1,1,7,1,11,1,16,9,11,5,4,1,21,3,1,1,2,4,8,1
357,23,0,0,1,1,0,0,0,2,4,1,3,8,2,8,6,1,2,4,1,12,5,3,1,5,6,11,2,2,1,23,1,12,1,1,1,3,4,2,1,1,1,7,1,2,1,3,18,11,4,1,5,10,13,7,4,3,1,2,2,3,7,4,2,3,3,21,3,1,1,8,1,4,3,10,1,1,2,9,18,3,1,18,2,7,1,2,1,23,6,2,8,2,4,2,3,6,1,1,1,3,3,1,2,4,3,4,10,8
360,23,0,0,1,1,0,0,0,2,1,5,14,10,1,1,2,1,3,1,10,5,3,18,10,1,1,1,11,28,1,8,1,1,2,13,5,22,14,2,5,10,1,3,1,1,2,1,4,4,8,1,5,1,11,1,1,11,3,3,1,3,4,3,1,2,4,6,3,1,2,4,1,3,1,1,1,1,31,3,2,3,1,1,5,13,4,1,3,2,3,8,14,8,1,2,7,1,19,4,1,18,6,18,3,6,3,15,16,4
376,23,0,0,1,1,1,0,0,2,4,1,4,12,23,6,1,2,1,4,2,4,1,5,2,1,11,1,1,1,2,6,6,11,1,1,5,18,1,12,10,13,6,5,16,15,2,1,3,1,1,9,25,3,21,19,9,1,14,1,4,2,3,2,1,17,2,1,1,1,20,2,14,1,26,1,1,1,2,1,1,4,5,2,2,5,8,2,1,5,1,3,1,4,1,3,1,12,1,6,1,2,2,6,1,16,1,1,4,1
406,23,0,0,1,1,1,0,0,2,1,1,5,3,8,2,1,3,1,2,16,1,1,1,8,10,12,16,2,6,4,2,2,12,18,1,6,4,1,2,4,1,20,5,4,7,8,4,1,25,2,2,24,7,21,7,30,7,16,2,2,3,1,19,9,6,2,4,1,13,10,9,1,1,6,7,1,1,2,8,3,1,10,8,12,1,10,4,7,1,22,2,1,25,9,2,22,8,2,20,12,1,1,6,2,2,1,3,2,1
464,23,0,0,1,1,0,0,0,2,1,4,21,27,2,12,10,8,1,6,1,5,2,1,2,1,20,3,5,8,7,24,6,4,1,4,1,1,1,3,9,10,4,1,7,1,1,4,2,3,7,1,3,1,24,8,4,1,4,2,5,1,1,1,3,1,1,29,1,8,5,1,1,13,1,3,20,6,3,3,23,3,1,1,5,1,2,15,18,4,11,5,1,7,1,1,5,6,5,10,1,2,1,1,12,2,2,3,3,6
468,23,0,0,1,1,1,0,0,2,8,13,1,1,1,2,2,3,1,1,8,2,8,1,3,1,7,2,1,2,1,4,4,1,4,17,2,8,25,1,1,13,11,1,8,12,2,10,2,3,4,1,2,1,10,2,1,7,1,3,7,5,3,16,2,10,2,4,8,1,15,2,4,1,1,24,1,3,28,2,18,9,13,2,10,1,1,1,1,2,1,16,1,3,1,1,4,4,4,3,6,1,8,10,20,9,1,6,6,2
470,23,0,0,1,1,0,0,0,2,1,1,25,2,11,1,6,12,29,1,1,1,11,1,10,7,8,1,2,1,23,1,19,1,1,1,6,7,6,2,3,2,9,4,3,3,3,3,11,8,1,1,1,1,5,4,1,2,2,5,1,1,23,6,5,9,1,6,1,1,9,5,1,2,1,12,13,2,4,1,6,11,4,1,1,1,15,1,1,2,2,1,2,1,1,9,14,12,1,9,20,2,18,10,1,7,11,4,2,14
8,23,0,0,1,1,1,0,0,3,11,2,7,8,8,3,12,35,5,2,1,7,4,1,6,10,1,17,11,5,4,6,3,31,3,2,8,3,10,11,4,16,13,24,1,13,15,1,2,1,1,2,4,3,1,14,9,4,6,17,1,3,3,22,3,1,5,3,20,15,5,8,14,5,14,27,1,4,1,2,1,4,5,1,11,1,1,1,1,12,1,8,6,1,6,25,4,13,4,9,16,3,18,8,3,5,1,13,2,1
37,23,0,0,1,1,1,0,0,3,2,1,3,4,1,30,1,1,1,1,3,15,5,3,5,3,3,3,24,3,5,8,1,6,6,8,1,17,4,5,1,1,5,1,2,1,13,2,17,7,2,1,3,12,2,10,1,1,1,1,1,2,3,1,4,6,5,3,1,4,1,10,2,3,1,15,1,1,3,2,17,1,6,3,6,7,1,3,1,1,3,1,11,10,26,29,29,3,3,2,8,3,1,1,11,2,1,6,15,2
39,23,0,0,1,1,1,0,0,3,2,1,6,2,17,10,9,1,1,1,5,12,1,10,6,12,7,4,3,1,26,5,18,10,9,1,1,19,7,1,17,2,7,14,31,1,1,1,1,2,3,6,2,7,1,16,3,1,3,1,1,1,10,1,1,7,6,14,33,1,11,6,5,2,15,2,2,13,5,18,14,1,2,4,1,4,4,6,1,1,1,1,3,2,3,1,3,1,5,6,15,22,1,1,10,1,1,6,11,19
54,23,0,0,1,1,1,0,0,3,11,5,10,1,1,1,3,1,4,30,4,2,2,8,1,2,8,21,19,1,1,3,9,4,3,1,4,5,6,2,2,1,2,4,2,19,7,1,1,1,1,2,9,1,2,3,1,1,1,1,10,34,7,6,1,5,2,6,15,15,2,3,1,4,4,10,5,3,3,2,1,4,1,8,1,4,1,3,4,2,9,18,7,3,6,3,2,7,1,5,4,4,4,14,1,21,19,1,8,2
68,23,0,0,1,1,1,0,0,3,3,16,2,1,3,3,9,1,5,6,22,12,1,1,1,2,2,1,3,3,6,16,3,1,1,1,1,1,1,25,1,3,1,5,1,12,2,1,1,3,1,1,26,3,1,4,4,3,5,10,5,25,23,6,9,2,2,3,2,3,1,4,8,1,9,12,6,16,11,8,1,1,1,1,1,5,5,1,1,29,9,19,8,1,20,5,1,1,11,1,7,1,2,2,4,1,4,1,11,1
110,23,0,0,1,1,1,0,0,3,1,2,9,2,3,6,7,2,3,26,9,1,2,8,7,1,19,8,1,3,1,4,1,1,2,3,1,2,9,2,2,6,3,1,1,3,1,1,1,10,4,7,3,3,6,21,1,1,1,12,15,13,7,5,1,9,6,3,1,13,18,4,9,1,2,2,1,1,7,9,5,3,1,1,1,2,2,1,2,11,22,1,4,1,3,8,1,5,5,10,1,6,3,4,15,5,1,2,2,2
124,23,0,0,1,1,1,0,0,3,4,26,1,1,1,8,2,10,2,1,3,9,9,12,33,2,1,1,8,1,9,5,1,1,9,2,22,2,1,7,7,2,13,1,1,4,2,1,2,12,3,13,4,13,5,1,1,14,4,3,2,3,1,2,8,1,3,6,5,1,2,5,2,10,3,13,4,1,1,8,4,2,1,1,1,2,10,5,2,2,1,1,11,27,1,2,1,4,8,2,9,4,10,17,2,3,1,1,3,2
134,23,0,0,1,1,0,0,0,3,2,1,5,1,5,7,1,4,5,6,2,5,2,5,7,10,3,1,7,6,11,15,2,2,3,1,6,7,3,4,32,17,1,12,1,1,1,5,3,4,3,29,2,3,1,1,29,4,1,2,1,3,1,2,2,13,10,1,3,1,5,5,13,1,4,1,3,1,2,1,16,3,16,1,6,1,13,3,1,4,2,1,7,13,2,1,2,2,4,1,1,1,1,4,17,1,2,2,1,6
135,23,0,0,1,1,0,0,0,3,3,1,4,8,15,4,13,17,8,17,8,10,4,6,12,1,2,9,5,1,35,3,1,1,1,8,3,1,11,3,1,7,1,4,2,1,2,1,1,6,3,3,9,4,5,8,6,3,1,5,4,4,2,1,20,6,1,4,1,5,16,9,1,2,1,11,1,2,21,4,6,1,12,1,21,2,4,2,11,3,2,1,1,2,2,5,5,17,1,1,4,1,18,11,12,12,2,13,1,9
139,23,0,0,1,1,1,0,0,3,1,1,2,2,1,4,3,1,5,1,1,8,7,2,8,19,11,4,8,4,1,9,1,1,1,9,2,5,1,3,1,6,3,5,5,8,1,4,7,8,5,1,5,1,22,12,1,2,24,2,1,1,1,5,2,12,4,1,1,6,2,9,8,5,2,1,7,4,6,1,7,3,1,1,1,10,6,2,1,18,1,3,16,2,2,4,1,4,1,6,1,6,9,1,1,3,2,15,1,7
141,23,0,0,1,1,1,0,0,3,7,1,1,4,1,3,1,6,4,2,1,2,6,1,3,5,1,2,1,15,4,6,4,9,25,3,21,2,2,4,3,2,18,2,8,4,8,5,5,6,4,1,1,1,2,1,25,4,2,3,1,1,12,29,25,6,18,3,1,5,2,31,2,4,29,4,11,1,2,1,9,10,4,11,1,2,6,3,9,2,1,5,1,2,1,4,3,3,2,3,1,1,1,12,2,13,1,3,2,3
147,23,0,0,1,1,0,0,0,3,8,5,1,1,1,4,1,1,4,1,2,4,11,5,18,8,1,15,13,1,19,2,2,12,1,1,18,14,2,1,13,13,5,10,5,8,15,1,3,8,2,2,1,18,3,2,7,1,19,27,25,31,10,1,1,2,1,1,1,30,2,1,1,1,1,2,5,1,2,3,12,5,4,2,2,4,7,1,1,6,1,12,1,13,2,7,2,14,1,17,5,13,2,7,1,4,1,1,1,1
239,23,0,0,1,1,0,0,0,3,13,6,1,2,8,2,4,1,6,2,2,1,2,1,23,8,2,10,1,1,2,16,18,4,1,6,27,5,21,1,1,4,1,21,27,7,11,1,1,1,1,8,13,3,2,2,5,5,1,8,1,4,1,4,3,1,8,3,6,1,1,1,14,1,1,26,4,3,9,2,7,4,2,11,1,13,1,2,4,12,1,4,3,4,7,3,1,7,1,2,2,15,4,13,13,7,6,4,13,10
245,23,0,0,1,1,0,0,0,3,1,32,9,11,1,1,9,1,1,1,1,2,11,15,2,1,5,13,10,2,15,11,5,2,5,8,3,2,2,8,1,5,15,1,8,2,10,13,1,1,10,2,8,1,1,5,1,4,23,3,2,1,4,1,4,1,3,1,13,4,5,1,6,3,7,1,5,1,12,1,10,8,1,3,20,2,1,1,1,20,3,4,3,1,4,2,2,6,20,1,6,1,2,2,21,1,1,2,10,2
